run_id,driver_id,scenario_id,n_frames,first_timestamp_ms,last_timestamp_ms,frame_gap_count,timestamp_nonpositive_count,dt_min_s,dt_max_s,dt_median_s,dt_p95_s,step_max_m,step_p95_m,step_zero_count,step_gt_5m_count,step_gt_10m_count,speed_recon_mae_kmh,speed_recon_p95_abs_kmh,speed_recon_max_abs_kmh,accel_max_abs_mps2,accel_p95_abs_mps2,jerk_max_abs_mps3,jerk_p95_abs_mps3,yaw_rate_max_abs_deg_s,yaw_rate_p95_abs_deg_s,cross_track_max_m,arc_length_m,arc_backtrack_count,duplicate_position_sequence,duplicate_speed_sequence,stationary_frame_count,moving_frame_count,combined_rank_score
human_synthetic:D05:C4,D05,C4,318,1766198196373,1766198229666,0,0,0.102,0.11,0.105,0.10719999999999999,0.7639459297715506,0.661273668770329,19,0,0,0.7641513306659126,2.5129153743717416,3.898516976133621,2.8763633703693907,1.2417739157238055,18.892821773562744,3.5922724121628318,4.2037315340675345,2.5324042793516197,0.0,103.22480766012708,0,False,False,43,275,984.0
human_synthetic:D06:A1,D06,A1,245,1766197789852,1766197815289,0,0,0.101,0.119,0.104,0.109,0.7285178517597254,0.5774271677390049,34,0,0,0.6235916017065238,2.0156218880184515,2.820100808014427,1.9543621855508013,1.5574095950615188,9.581985183570396,3.852817536579232,5.85461907556324,2.6462203130607147,0.0,64.91607470722542,0,False,False,56,189,1284.0
human_synthetic:D06:A2,D06,A2,137,1766197815395,1766197830015,0,0,0.101,0.117,0.108,0.113,0.9615783776285478,0.9564386530446107,0,0,0,1.8870910529978369,3.291826221733719,5.018770639993697,2.230518398330693,1.427008020157246,14.01367210546027,3.5794452682903657,15.612445551859823,12.218507674860753,0.0,96.82262253482722,0,False,False,0,137,760.0
human_synthetic:D06:A3,D06,A3,419,1766197830125,1766197875939,0,0,0.101,0.12,0.109,0.116,0.9767622042571167,0.7068718775509072,0,0,0,1.234129518358362,2.155862214890512,4.91939690397918,3.801844898533431,2.1499476672467135,21.004263063521233,4.160302877826037,31.651724929390554,23.176621578988208,0.0,197.17129935775364,0,False,False,0,419,244.0
human_synthetic:D06:A4,D06,A4,304,1766197876047,1766197908289,0,0,0.101,0.119,0.106,0.112,0.8594040388243784,0.7084757503129744,0,0,0,1.1303424476387096,2.8322720215452395,5.8367988128648705,2.364619708178567,1.7889803600921141,29.85857103785384,4.136763652179943,21.527686669313006,19.237334858027882,0.0,134.6623351670665,0,False,False,1,303,451.0
human_synthetic:D06:A5,D06,A5,560,1766197908395,1766197970058,0,0,0.101,0.121,0.11,0.117,0.7789747590960823,0.5682201664774684,186,0,0,0.4694363440876232,1.8064642375119684,3.879308972422276,3.376473867994119,1.3531148068606502,15.30325229068909,2.9077069794209365,14.088571194873548,2.6109981556308584,0.0,97.31096102167868,0,False,False,322,238,893.0
human_synthetic:D06:A6,D06,A6,131,1766197970168,1766197984179,0,0,0.102,0.116,0.108,0.113,0.74425751422857,0.6218847804408995,0,0,0,0.9258686964024592,2.1854881855610047,2.880498520359602,3.7293366321500896,2.784258167010438,21.011370571228028,5.422324714987753,23.11979020837535,18.405753059330276,0.0,47.43773467012059,0,False,False,0,131,592.0
human_synthetic:D06:A7,D06,A7,246,1766197984288,1766198010440,0,0,0.102,0.121,0.105,0.117,0.8616225285623926,0.7134808975752935,0,0,0,0.7877306380736472,2.5842040950429657,5.078661304246658,2.500599638166414,1.6398378278973447,10.920221609346195,3.8305619432300504,11.758487063220207,9.729039166201128,0.0,94.46114364191703,0,False,False,0,246,831.0
human_synthetic:D06:B1,D06,B1,110,1766198010544,1766198022133,0,0,0.102,0.12,0.106,0.11059999999999999,1.0276972470427028,1.014716096431777,0,0,0,2.182073529148354,4.073714819526691,4.692009843265044,0.4954383076746928,0.41376250815800164,2.645602099093153,1.8480136960166023,7.190332731265852,6.160775892529594,0.0,90.71324913918873,0,False,False,0,110,953.0
human_synthetic:D06:B2,D06,B2,210,1766198022238,1766198044554,0,0,0.102,0.121,0.106,0.113,1.016476039499843,0.9830064254963751,0,0,0,1.5299838984937502,3.7582609857066185,5.476903781976464,3.4592492583193617,2.2584955508922238,12.036277123891987,4.794456616964281,7.157581890285363,5.040586529314306,0.0,129.98581463934158,0,False,False,0,210,572.0
human_synthetic:D06:B3,D06,B3,182,1766198044667,1766198064230,0,0,0.102,0.118,0.107,0.115,0.638664465484013,0.5741723746722015,0,0,0,1.02482483652444,2.329235730669577,4.233318396386466,3.733212431240108,1.6039800156175756,17.345502319548768,4.417179108301932,4.729994851493249,3.6763238163528227,0.0,73.16698690085848,0,False,False,0,182,829.0
human_synthetic:D06:B4,D06,B4,293,1766198064337,1766198094900,0,0,0.102,0.112,0.105,0.107,0.8890416133097463,0.7254238136841098,0,0,0,1.0222896468458655,2.6118222608542974,4.156760976670981,2.2519184330588042,0.6201510400204959,7.074673382646559,1.955719848013136,20.625179588586207,16.481762878730922,0.0,126.44490793718103,0,False,False,0,293,916.0
human_synthetic:D06:C1,D06,C1,313,1766198095004,1766198128058,0,0,0.102,0.113,0.106,0.109,0.9811113442806061,0.9207723444252789,0,0,0,1.7022642896213398,3.636400910570383,4.883595452149752,3.36004139476728,1.5442928573442471,14.791291043188926,4.398041986657628,28.066451759687855,20.755620127664592,0.0,213.69308017329976,0,False,False,0,313,507.0
human_synthetic:D06:C2,D06,C2,253,1766198128174,1766198155134,0,0,0.102,0.122,0.107,0.113,0.8317551216451221,0.7163616645715192,0,0,0,0.965675327696714,2.8368705823230553,4.152148439140936,3.345878168077672,1.8509713982016043,16.975626754507864,5.4862609891644105,21.462869281923904,16.15271408593654,0.0,94.91835928700793,0,False,False,0,253,655.0
human_synthetic:D06:C3,D06,C3,373,1766198155246,1766198196267,0,0,0.102,0.125,0.11,0.118,0.5845949808273787,0.4402775749326328,87,0,0,0.3643514103024816,1.2293143679957697,2.5348707225919007,3.2755138761958076,1.7917064194740189,17.147271647663167,5.502236458218581,20.525091943033903,14.215822694098007,0.0,51.38066223807989,0,False,False,153,220,922.0
human_synthetic:D06:C4,D06,C4,318,1766198196373,1766198229666,0,0,0.102,0.11,0.105,0.10719999999999999,0.793560765190682,0.6614749159560883,19,0,0,0.760669289457914,2.502046068290289,4.029299139965524,2.818375857771261,1.224725198505988,19.672419228121033,3.748646700759915,3.9165324033128,2.388375355719829,0.0,103.21676501179866,0,False,False,43,275,945.0
human_synthetic:D07:A1,D07,A1,245,1766197789852,1766197815289,0,0,0.101,0.119,0.104,0.109,0.7947017277860922,0.6091131579608405,34,0,0,0.6286186626744331,1.9999581996433815,2.975072230654508,1.8293046902071368,1.503233088569991,9.488635068204369,3.774048414929185,6.396523888381197,2.6421701956747095,0.0,64.91708097333066,0,False,False,56,189,1204.0
human_synthetic:D07:A2,D07,A2,137,1766197815395,1766197830015,0,0,0.101,0.117,0.108,0.113,1.0324298505866865,1.0149675262509867,0,0,0,1.876279922991587,3.413505449118885,5.173750671152355,2.5169405939362717,1.6447928958385667,14.622009308026072,3.8612939741928813,14.50277637409251,11.723404314654076,0.0,96.82275953970573,0,False,False,0,137,621.0
human_synthetic:D07:A3,D07,A3,419,1766197830125,1766197875939,0,0,0.101,0.12,0.109,0.116,0.9817147769298632,0.6474331958505545,0,0,0,1.2357920002392264,2.2071808347566693,4.91945880701136,3.5078839563708786,2.1313268911607186,20.52156400672668,4.135565665763652,33.3745573638419,25.34870081551877,0.0,197.16947405954056,0,False,False,0,419,306.0
human_synthetic:D07:A4,D07,A4,304,1766197876047,1766197908289,0,0,0.101,0.119,0.106,0.112,0.8366698201768779,0.6880493065517713,0,0,0,1.133211543583069,2.719651612089051,5.696062511445366,2.52285337892291,1.8189778822927907,29.35379025933736,4.185874396577747,22.795751544196854,19.98388180578859,0.0,134.66286793565536,0,False,False,1,303,421.0
human_synthetic:D07:A5,D07,A5,560,1766197908395,1766197970058,0,0,0.101,0.121,0.11,0.117,0.7792386281857995,0.5688853505997034,186,0,0,0.46951435819203674,1.78084091374259,4.741799842087172,3.3927407411496118,1.3602886034072306,15.38053245895873,2.9191234100890537,14.069811423393963,2.6449880667803316,0.0,97.31094198052756,0,False,False,322,238,779.0
human_synthetic:D07:A6,D07,A6,131,1766197970168,1766197984179,0,0,0.102,0.116,0.108,0.113,0.6884330779429162,0.5865421735688479,0,0,0,0.9315291401599469,2.1200655383156173,2.7507017425177267,3.5288561845469926,2.6762821553332654,20.335067557978935,5.275742587274411,21.025519561160532,19.010177927250798,0.0,47.4384848649748,0,False,False,0,131,762.0
human_synthetic:D07:A7,D07,A7,246,1766197984288,1766198010440,0,0,0.102,0.121,0.105,0.117,0.8956648736204834,0.7426945370715925,0,0,0,0.786571224827906,2.7111750134597052,5.335922279117582,2.4465374151038004,1.7340467989424497,9.740567534362158,3.8566924106065135,12.508106922580607,9.971733972439615,0.0,94.46109807137694,0,False,False,0,246,796.0
human_synthetic:D07:B1,D07,B1,110,1766198010544,1766198022133,0,0,0.102,0.12,0.106,0.11059999999999999,1.0146256576885209,0.998968819388744,0,0,0,2.1837494347233326,4.045888332409915,4.667121190536516,0.680614949092668,0.4852623215222678,2.814993187749501,1.8469112110799828,7.4180096627948995,6.314128415513337,0.0,90.71342467744854,0,False,False,0,110,942.0
human_synthetic:D07:B2,D07,B2,210,1766198022238,1766198044554,0,0,0.102,0.121,0.106,0.113,0.9998774309321489,0.9388580228426886,0,0,0,1.5314967797495216,3.541280300489407,5.484411243013689,3.6868824819274697,2.262922055433194,11.252624281621591,4.815235018415928,7.0848929036268755,5.031787360079765,0.0,129.98577400817078,0,False,False,0,210,568.0
human_synthetic:D07:B3,D07,B3,182,1766198044667,1766198064230,0,0,0.102,0.118,0.107,0.115,0.6531425665006811,0.5650039340457141,0,0,0,1.0202619153314083,2.354324979264206,4.184719263267194,3.6697862410805353,1.5769781565653704,17.14436475937652,4.371292480685303,4.7936710086713035,3.6680647526601513,0.0,73.16693733527686,0,False,False,0,182,859.0
human_synthetic:D07:B4,D07,B4,293,1766198064337,1766198094900,0,0,0.102,0.112,0.105,0.107,0.9481162338822607,0.7750648098847515,0,0,0,1.0258476167483193,2.4801394591899757,4.446708074966441,2.182370954484746,0.6945222459410283,7.000425630254159,2.0114602398481853,19.106434020521927,15.521905289423524,0.0,126.44413139256741,0,False,False,0,293,900.0
human_synthetic:D07:C1,D07,C1,313,1766198095004,1766198128058,0,0,0.102,0.113,0.106,0.109,1.000911237551208,0.9237450175781128,0,0,0,1.6995748206120684,3.6328882401196907,4.974508456877764,3.3770296079092135,1.5665620916434315,15.21820926577915,4.33666151656558,28.309438900389818,21.1157614898747,0.0,213.69000068138533,0,False,False,0,313,452.0
human_synthetic:D07:C2,D07,C2,253,1766198128174,1766198155134,0,0,0.102,0.122,0.107,0.113,0.8351199234002796,0.733809847654562,0,0,0,0.9612983128810293,2.9109151714808768,4.084855813622079,3.4194027412562065,1.8699592970437815,16.96420070340626,5.506137305471778,20.977398405244358,15.704821165189106,0.0,94.9182603345053,0,False,False,0,253,663.0
human_synthetic:D07:C3,D07,C3,373,1766198155246,1766198196267,0,0,0.102,0.125,0.11,0.118,0.5811242970953152,0.4388385414099506,87,0,0,0.36715081976139513,1.2284008828167783,2.515279024395671,3.213730663003018,1.7916199628720273,16.836200796376552,5.4948062104563995,20.487221175386335,14.164619018488871,0.0,51.36004588131485,0,False,False,153,220,969.0
human_synthetic:D07:C4,D07,C4,318,1766198196373,1766198229666,0,0,0.102,0.11,0.105,0.10719999999999999,0.7931271214213894,0.6600636794710318,19,0,0,0.7607360501895842,2.4970858821149076,4.026704997867352,2.8552850014982996,1.2153017913225868,19.580404185114094,3.6707517088473134,4.026761174614262,2.404370015689373,0.0,103.22054543363075,0,False,False,43,275,947.0
human_synthetic:D08:A1,D08,A1,245,1766197789852,1766197815289,0,0,0.101,0.119,0.104,0.109,0.7880113356522372,0.6102068127420481,34,0,0,0.6292339510019553,2.002719085081517,2.980167045378039,1.8577891757795093,1.4773048115958616,9.153194143249914,3.661315664439782,6.340287358313732,2.663020823653575,0.0,64.92069562730686,0,False,False,56,189,1221.0
human_synthetic:D08:A2,D08,A2,137,1766197815395,1766197830015,0,0,0.101,0.117,0.108,0.113,1.017833466720012,0.9944910137356234,0,0,0,1.874919899986248,3.303529930563574,5.330073116155372,2.5932915049258147,1.7057184118963864,15.154292812224709,3.7246871923840867,15.477571877755892,11.569530752442361,0.0,96.82299225665372,0,False,False,0,137,570.0
human_synthetic:D08:A3,D08,A3,419,1766197830125,1766197875939,0,0,0.101,0.12,0.109,0.116,0.951057423559227,0.6728682362651511,0,0,0,1.2349698657127104,2.1491322213403934,4.766824852732817,3.685021815597568,2.1398114597041156,19.992674778646425,4.00788689975153,32.58595632165895,25.14976746664735,0.0,197.16753170290286,0,False,False,0,419,332.0
human_synthetic:D08:A4,D08,A4,304,1766197876047,1766197908289,0,0,0.101,0.119,0.106,0.112,0.8531852427034122,0.7042180025980457,0,0,0,1.1289580664721242,2.761487414369974,5.812558370825332,2.4265055995953735,1.7779726911158535,29.4160354821355,4.15802423361502,21.97038067240404,19.618069787338158,0.0,134.66459708812323,0,False,False,1,303,434.0
human_synthetic:D08:A5,D08,A5,560,1766197908395,1766197970058,0,0,0.101,0.121,0.11,0.117,0.832149061072988,0.5844224293466026,186,0,0,0.4600345535735496,1.7836067342073294,4.099882847731035,3.672947011857927,1.3589641577212006,16.652536733153443,3.1793311834407794,14.824125883740628,2.7792483753200123,0.0,97.3107995904777,0,False,False,322,238,689.0
human_synthetic:D08:A6,D08,A6,131,1766197970168,1766197984179,0,0,0.102,0.116,0.108,0.113,0.7006047187568514,0.5882674137548256,0,0,0,0.9298979302120092,2.0900954070662885,2.7137309431417727,3.5907228367689386,2.6933993184946363,20.394101203336398,5.2478286463334864,20.738575256384756,18.41704003138552,0.0,47.43739349980319,0,False,False,0,131,751.0
human_synthetic:D08:A7,D08,A7,246,1766197984288,1766198010440,0,0,0.102,0.121,0.105,0.117,0.8677155001953731,0.7195639150693187,0,0,0,0.7878758484361126,2.636770332950041,5.186137442224048,2.5168780966112707,1.661153808287007,10.882862998058632,3.784904980198441,11.778965564850674,9.715953067578647,0.0,94.46126523982171,0,False,False,0,246,806.0
human_synthetic:D08:B1,D08,B1,110,1766198010544,1766198022133,0,0,0.102,0.12,0.106,0.11059999999999999,1.0363741461048634,1.0237081689891994,0,0,0,2.1763644888268603,4.076225556191073,4.6259205791705185,0.5397800418791155,0.35950102963254293,2.7739664216364788,1.8773585709901655,7.342134717385071,6.199732528522508,0.0,90.7133116514531,0,False,False,0,110,933.0
human_synthetic:D08:B2,D08,B2,210,1766198022238,1766198044554,0,0,0.102,0.121,0.106,0.113,1.0117042296419703,0.9439527108374689,0,0,0,1.5281440336989822,3.5683750429259975,5.545778462746526,3.580820675299068,2.276225935888334,11.340619494915712,4.727195467538264,7.169198896161518,4.86573901363938,0.0,129.98577717438346,0,False,False,0,210,557.0
human_synthetic:D08:B3,D08,B3,182,1766198044667,1766198064230,0,0,0.102,0.118,0.107,0.115,0.5948573869811675,0.5878390482035473,0,0,0,1.028379308971087,2.3732467240558996,4.388593987390745,3.7888906639768134,1.63299310114253,17.707463150950222,4.263229222452488,4.430814823048989,3.4295042742924102,0.0,73.1669388775902,0,False,False,0,182,818.0
human_synthetic:D08:B4,D08,B4,293,1766198064337,1766198094900,0,0,0.102,0.112,0.105,0.107,0.9314201229764351,0.7662203303994628,0,0,0,1.0250326031042474,2.448672422385061,4.38318393844818,2.1521301775423303,0.6875431095217404,6.959385123351202,1.9704339447439578,19.746694422019573,15.823823981006129,0.0,126.443272170476,0,False,False,0,293,912.0
human_synthetic:D08:C1,D08,C1,313,1766198095004,1766198128058,0,0,0.102,0.113,0.106,0.109,1.025732207026008,0.91615199528639,0,0,0,1.696967639837793,3.576074977403643,5.094651100722178,3.377046587303113,1.6053753321846902,15.645826301784611,4.362016132773366,28.656979984440845,21.796243883551995,0.0,213.69164193580343,0,False,False,0,313,379.0
human_synthetic:D08:C2,D08,C2,253,1766198128174,1766198155134,0,0,0.102,0.122,0.107,0.113,0.8238420938028481,0.7332433849891647,0,0,0,0.9637939500492855,2.8966027076573404,4.149055228412248,3.3748007373413436,1.842344524558062,16.718650156937816,5.5292186993187595,21.213431387341057,15.973817699206302,0.0,94.91800471662647,0,False,False,0,253,679.0
human_synthetic:D08:C3,D08,C3,373,1766198155246,1766198196267,0,0,0.102,0.125,0.11,0.118,0.590271220025304,0.4466912582178969,87,0,0,0.36431806958565294,1.2443625472040698,2.5513225991446973,3.216418157691143,1.7485160983092016,16.76808598590777,5.489447047387757,22.483594442529892,14.973336922773939,0.0,51.35960621734966,0,False,False,153,220,899.0
human_synthetic:D08:C4,D08,C4,318,1766198196373,1766198229666,0,0,0.102,0.11,0.105,0.10719999999999999,0.7797961727610874,0.6510847515413002,19,0,0,0.7630927333787717,2.4841261793311302,3.9643240753241358,2.9097388772879533,1.2041401347338068,20.88719332859125,3.723238133353695,4.0211995482293945,2.509148369647061,0.0,103.22351009756763,0,False,False,43,275,920.0
human_synthetic:D09:A1,D09,A1,245,1766197789852,1766197815289,0,0,0.101,0.119,0.104,0.109,0.743357869859185,0.584057161843376,34,0,0,0.6219120806277697,2.0309310252662884,2.8752793883329275,2.0212521980543454,1.620016919049949,9.97434213895258,3.9736437009104684,5.973878542594933,2.5523374688267984,0.0,64.91532572214106,0,False,False,56,189,1238.0
human_synthetic:D09:A2,D09,A2,137,1766197815395,1766197830015,0,0,0.101,0.117,0.108,0.113,0.9890462485571541,0.9643109634973721,0,0,0,1.8793773468495063,3.2927098198541067,5.2517095806606555,2.522433693237604,1.6533593047304067,14.921997164796009,3.6768735363779474,16.08563829100758,11.82282132778742,0.0,96.82291609480711,0,False,False,0,137,630.0
human_synthetic:D09:A3,D09,A3,419,1766197830125,1766197875939,0,0,0.101,0.12,0.109,0.116,0.9816901263693748,0.691565544651338,0,0,0,1.2333921215734778,2.126921843065596,4.94424572695036,3.7312835824777824,2.158061429096134,21.0272144615119,4.188823816666968,31.655077560961963,24.042669443244616,0.0,197.1725594047527,0,False,False,0,419,246.0
human_synthetic:D09:A4,D09,A4,304,1766197876047,1766197908289,0,0,0.101,0.119,0.106,0.112,0.8545184642192866,0.7058518241545092,0,0,0,1.1310607774286638,2.8249884951820947,5.799394420020608,2.415540465716885,1.7828275942836977,29.060246380841015,4.098600262586282,21.895250901907733,19.546014829896187,0.0,134.66165505680507,0,False,False,1,303,448.0
human_synthetic:D09:A5,D09,A5,560,1766197908395,1766197970058,0,0,0.101,0.121,0.11,0.117,0.7925099380051684,0.5719222466348597,186,0,0,0.4695691736426803,1.8050355494713302,3.931560485604784,3.451559646070056,1.377603081793985,15.642064985271128,2.9827657372287417,14.264363969501813,2.549604682129194,0.0,97.31773776247947,0,False,False,322,238,841.0
human_synthetic:D09:A6,D09,A6,131,1766197970168,1766197984179,0,0,0.102,0.116,0.108,0.113,0.7131451775112274,0.6004686990299956,0,0,0,0.9283573808758062,2.101000004527973,2.812104825618217,3.5680022356115186,2.66384023046131,20.09549608261256,5.186950231952103,20.97679134955678,19.138028090913696,0.0,47.43759813406229,0,False,False,0,131,743.0
human_synthetic:D09:A7,D09,A7,246,1766197984288,1766198010440,0,0,0.102,0.121,0.105,0.117,0.8577334952744456,0.7139004105637745,0,0,0,0.7894300375448262,2.725423351618861,5.307008111369761,2.4142550490195784,1.6693880422283978,10.589318901842242,3.6578048044407314,12.953838535072506,10.851616490762215,0.0,94.461191073399,0,False,False,0,246,813.0
human_synthetic:D09:B1,D09,B1,110,1766198010544,1766198022133,0,0,0.102,0.12,0.106,0.11059999999999999,1.002246406174912,0.9940289273651817,0,0,0,2.1840033669035686,4.0844377679311465,4.676904563952267,0.6601211671169104,0.5107060385843512,2.690925827473205,1.8674782862921486,7.500227522393415,6.389235118257976,0.0,90.71335894160048,0,False,False,0,110,962.0
human_synthetic:D09:B2,D09,B2,210,1766198022238,1766198044554,0,0,0.102,0.121,0.106,0.113,1.0017294674722645,0.9626236599750064,0,0,0,1.5304440953575602,3.649731436607501,5.506632233345748,3.450892939176437,2.211615593537059,11.672097447180672,4.751411096732021,7.056794220038466,4.96377080497331,0.0,129.98576987767865,0,False,False,0,210,609.0
human_synthetic:D09:B3,D09,B3,182,1766198044667,1766198064230,0,0,0.102,0.118,0.107,0.115,0.6179336441066944,0.5704113360573992,0,0,0,1.022678786782034,2.3549892602028386,4.223203653312952,3.737933270792611,1.616048313416258,17.782795091959866,4.344268374770916,4.681001478070947,3.5328391458252995,0.0,73.16698225016404,0,False,False,0,182,830.0
human_synthetic:D09:B4,D09,B4,293,1766198064337,1766198094900,0,0,0.102,0.112,0.105,0.107,0.9055902365311822,0.7441399261687621,0,0,0,1.0217792996067911,2.594867070918384,4.271803578660869,2.158777126451874,0.6928542922805275,6.766226250081826,1.9695421026658613,20.294677984725784,16.336820666622554,0.0,126.44422081746302,0,False,False,0,293,923.0
human_synthetic:D09:C1,D09,C1,313,1766198095004,1766198128058,0,0,0.102,0.113,0.106,0.109,0.9988456255866762,0.9343529734329215,0,0,0,1.7005771016532123,3.627533734659159,4.970729420851676,3.4231599582985504,1.5708353081862305,15.084192043690877,4.322604141416031,28.624298280295992,21.22319179951102,0.0,213.69117548918888,0,False,False,0,313,447.0
human_synthetic:D09:C2,D09,C2,253,1766198128174,1766198155134,0,0,0.102,0.122,0.107,0.113,0.8589279205105621,0.720352946620441,0,0,0,0.9637382340228068,2.8304268866527993,3.844555601295335,3.440171837204926,1.9037802420662833,17.56112583644706,5.701655018356059,18.919773053187217,14.618941186455785,0.0,94.9183718214233,0,False,False,0,253,697.0
human_synthetic:D09:C3,D09,C3,373,1766198155246,1766198196267,0,0,0.102,0.125,0.11,0.118,0.5891226084916602,0.44523024845199133,87,0,0,0.3647243562990518,1.2476996985792064,2.548595202739012,3.2412806142346056,1.774489155924548,16.938821464163333,5.473680715915508,22.639882913410837,14.755106040749826,0.0,51.35976420779258,0,False,False,153,220,888.0
human_synthetic:D09:C4,D09,C4,318,1766198196373,1766198229666,0,0,0.102,0.11,0.105,0.10719999999999999,0.7672476238787944,0.6508758339529395,19,0,0,0.7626833028700447,2.471159395920877,3.89662167890382,2.8795747267392846,1.1928241991614383,20.383647732767486,3.8701056420933173,3.719702497050183,2.5543108431394126,0.0,103.21549150359462,0,False,False,43,275,966.0
human_synthetic:D10:A1,D10,A1,245,1766197789852,1766197815289,0,0,0.101,0.119,0.104,0.109,0.7475927039216137,0.5893588948565056,34,0,0,0.6255832523739643,2.010997362909923,2.8119756171254444,1.8832379261305774,1.5199018031988563,9.43821177167541,3.7783524473585186,6.007911122686484,2.5249683774642806,0.0,64.91530327054866,0,False,False,56,189,1279.0
human_synthetic:D10:A2,D10,A2,137,1766197815395,1766197830015,0,0,0.101,0.117,0.108,0.113,0.9814245505468256,0.9754221623881963,0,0,0,1.8854936017098738,3.300407599493443,4.922279575799433,2.272687531147008,1.4437942609458783,13.753530463981914,3.74414046497017,15.336670077543458,12.493749857918708,0.0,96.8226621586531,0,False,False,0,137,762.0
human_synthetic:D10:A3,D10,A3,419,1766197830125,1766197875939,0,0,0.101,0.12,0.109,0.116,0.9239835522556258,0.6850955353576423,0,0,0,1.2361680695839325,2.191498420947198,4.63731356503629,3.738731389358215,2.0741250785230303,19.636932412973195,3.9364623709232642,32.09839523738482,24.56660761615406,0.0,197.16973010202403,0,False,False,0,419,353.0
human_synthetic:D10:A4,D10,A4,304,1766197876047,1766197908289,0,0,0.101,0.119,0.106,0.112,0.8122543068936452,0.6910475959359876,0,0,0,1.1326427828178278,2.6552338017092856,5.538257523467603,2.5762070050230244,1.7525141177472168,30.59665522151338,4.241998809167687,23.458016312237216,19.932201407168,0.0,134.66127433981427,0,False,False,1,303,432.0
human_synthetic:D10:A5,D10,A5,560,1766197908395,1766197970058,0,0,0.101,0.121,0.11,0.117,0.8149672561734587,0.5873011767003216,186,0,0,0.4638017647471244,1.7929749704004543,4.05019485469402,3.5046574161065527,1.340499874535836,15.8664279491091,3.043116697125683,14.677864725238503,2.6324383818573254,0.0,97.31565688616655,0,False,False,322,238,765.0
human_synthetic:D10:A6,D10,A6,131,1766197970168,1766197984179,0,0,0.102,0.116,0.108,0.113,0.6988902411027158,0.5937728373098042,0,0,0,0.9307252394314107,2.1392910117260273,2.77725229816647,3.6003583765267204,2.715845131372048,20.544335302936958,5.2766693921533125,21.21001877309435,19.450212052287206,0.0,47.43772991013104,0,False,False,0,131,722.0
human_synthetic:D10:A7,D10,A7,246,1766197984288,1766198010440,0,0,0.102,0.121,0.105,0.117,0.8646831604449574,0.7194658231480981,0,0,0,0.7891849093164156,2.7260536841307954,5.307730260948908,2.3266959929672137,1.6519340737092523,9.719364124887834,3.741619821874317,12.920768382859675,10.780404645965127,0.0,94.46118119874566,0,False,False,0,246,839.0
human_synthetic:D10:B1,D10,B1,110,1766198010544,1766198022133,0,0,0.102,0.12,0.106,0.11059999999999999,1.031000877926998,1.017829391124609,0,0,0,2.1788730936619283,4.016316715127191,4.569617499012747,0.512740611983067,0.4181124673867519,2.6657682651555703,1.8577729424298581,7.374512256303726,6.283384755238057,0.0,90.71346863400117,0,False,False,0,110,950.0
human_synthetic:D10:B2,D10,B2,210,1766198022238,1766198044554,0,0,0.102,0.121,0.106,0.113,1.0053936368210972,0.9728997272069878,0,0,0,1.5328974849861552,3.7121629730757326,5.437738083016789,3.6310973569837754,2.2339628976090404,11.836445961704593,4.865805841424833,7.117693540356012,5.1111481655902615,0.0,129.98587638916564,0,False,False,0,210,557.0
human_synthetic:D10:B3,D10,B3,182,1766198044667,1766198064230,0,0,0.102,0.118,0.107,0.115,0.6274841651861524,0.579782129306104,0,0,0,1.027065445985182,2.326829087332129,4.28144317076482,3.7267371406245817,1.5962836883881322,17.24861127271279,4.4044818781478074,4.5904454971799575,3.652365478530956,0.0,73.16693979173974,0,False,False,0,182,838.0
human_synthetic:D10:B4,D10,B4,293,1766198064337,1766198094900,0,0,0.102,0.112,0.105,0.107,0.8884742024784232,0.7330319343481009,0,0,0,1.0227203633268094,2.5899388075760723,4.19561184845222,2.1988987496180616,0.6588200331074404,6.947682922626591,1.9520885832950121,20.095435288447746,16.29771678843742,0.0,126.44458302851193,0,False,False,0,293,939.0
human_synthetic:D10:C1,D10,C1,313,1766198095004,1766198128058,0,0,0.102,0.113,0.106,0.109,0.9682337482571929,0.9137925552621825,0,0,0,1.7024609085474343,3.722090029683247,4.807960786115945,3.2896620467296147,1.5535476090769462,14.784538870812684,4.43920339551034,27.020117111913716,21.152499204879067,0.0,213.69261928342456,0,False,False,0,313,547.0
human_synthetic:D10:C2,D10,C2,253,1766198128174,1766198155134,0,0,0.102,0.122,0.107,0.113,0.8599020224925767,0.7216727392483946,0,0,0,0.9642548259419343,2.86731232271658,4.034895226920135,3.42237474868979,1.8980808543607863,17.612086760066756,5.497546497124775,20.996415907324682,15.103705193731784,0.0,94.91916218907842,0,False,False,0,253,616.0
human_synthetic:D10:C3,D10,C3,373,1766198155246,1766198196267,0,0,0.102,0.125,0.11,0.118,0.5757273932751805,0.44744998289580545,87,0,0,0.364787303154957,1.2603114958665473,2.814492066207469,3.3659631813248776,1.8122021886614688,17.743796051699512,5.515518385225132,17.303912003919343,12.542032140909376,0.0,51.366155439245155,0,False,False,153,220,903.0
human_synthetic:D10:C4,D10,C4,318,1766198196373,1766198229666,0,0,0.102,0.11,0.105,0.10719999999999999,0.7588453121720931,0.6566043522715324,19,0,0,0.7644513784821522,2.517176046386295,3.8730440283030596,2.9335517768360058,1.2244182306185365,19.285967984997033,3.567004643745282,4.395394723208149,2.436258288274972,0.0,103.21873327772158,0,False,False,43,275,984.0
